web-scraper-order,web-scraper-start-url,Date,Open,Close*
"1616517206-775","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","May 04, 2020","194.76","191.15"
"1616517206-725","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jul 15, 2020","251.48","249.21"
"1616517206-682","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Sep 15, 2020","278.00","277.96"
"1616517206-804","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 23, 2020","175.27","176.34"
"1616517206-577","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 16, 2021","271.00","270.70"
"1616517206-569","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 26, 2021","244.63","237.76"
"1616517206-771","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","May 08, 2020","199.80","201.19"
"1616517206-607","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 31, 2020","237.46","232.73"
"1616517206-822","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 26, 2020","206.80","208.74"
"1616517206-710","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Aug 05, 2020","263.74","264.91"
"1616517206-773","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","May 06, 2020","197.67","195.17"
"1616517206-814","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 09, 2020","195.62","197.66"
"1616517206-749","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 10, 2020","222.00","223.68"
"1616517206-590","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 27, 2021","265.13","260.25"
"1616517206-846","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 22, 2020","224.69","222.37"
"1616517206-639","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Nov 13, 2020","264.72","260.84"
"1616517206-841","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 29, 2020","212.56","212.02"
"1616517206-792","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Apr 08, 2020","198.34","195.98"
"1616517206-566","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 03, 2021","237.50","236.27"
"1616517206-727","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jul 13, 2020","261.45","251.67"
"1616517206-672","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Sep 29, 2020","275.43","276.93"
"1616517206-683","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Sep 14, 2020","275.36","274.10"
"1616517206-816","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 05, 2020","210.00","211.46"
"1616517206-601","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 11, 2021","229.90","227.37"
"1616517206-622","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 09, 2020","267.56","263.80"
"1616517206-854","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 09, 2020","221.50","221.78"
"1616517206-843","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 27, 2020","201.22","205.47"
"1616517206-742","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 19, 2020","226.38","220.64"
"1616517206-638","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Nov 16, 2020","260.42","258.31"
"1616517206-572","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 23, 2021","247.31","252.75"
"1616517206-611","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 24, 2020","228.24","222.00"
"1616517206-764","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","May 19, 2020","216.73","217.20"
"1616517206-838","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 03, 2020","208.67","213.10"
"1616517206-789","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Apr 14, 2020","204.95","204.78"
"1616517206-856","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 07, 2020","217.64","217.63"
"1616517206-721","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jul 21, 2020","261.21","257.90"
"1616517206-568","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 01, 2021","241.05","241.69"
"1616517206-561","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 10, 2021","241.00","234.30"
"1616517206-553","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 22, 2021","235.85","237.12"
"1616517206-558","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 15, 2021","228.41","230.28"
"1616517206-839","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 31, 2020","206.50","206.59"
"1616517206-648","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Nov 02, 2020","310.95","310.84"
"1616517206-610","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 28, 2020","216.88","222.36"
"1616517206-722","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jul 20, 2020","256.45","254.81"
"1616517206-745","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 16, 2020","221.00","222.62"
"1616517206-827","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 19, 2020","221.52","222.14"
"1616517206-687","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Sep 08, 2020","270.23","270.02"
"1616517206-755","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 02, 2020","207.21","214.33"
"1616517206-715","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jul 29, 2020","250.34","252.45"
"1616517206-596","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 19, 2021","250.00","251.65"
"1616517206-625","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 04, 2020","271.02","267.25"
"1616517206-820","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 28, 2020","198.98","208.00"
"1616517206-815","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 06, 2020","206.70","204.64"
"1616517206-654","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Oct 23, 2020","307.27","309.92"
"1616517206-604","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 06, 2021","234.95","227.61"
"1616517206-563","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 08, 2021","229.02","226.69"
"1616517206-565","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 04, 2021","235.00","230.50"
"1616517206-796","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Apr 02, 2020","186.08","188.90"
"1616517206-656","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Oct 21, 2020","311.75","307.97"
"1616517206-787","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Apr 16, 2020","210.53","212.66"
"1616517206-581","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 09, 2021","263.00","266.49"
"1616517206-746","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 15, 2020","214.11","217.03"
"1616517206-666","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Oct 07, 2020","297.99","296.50"
"1616517206-650","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Oct 29, 2020","309.44","312.56"
"1616517206-688","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Sep 04, 2020","279.60","281.39"
"1616517206-647","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Nov 03, 2020","286.20","285.57"
"1616517206-835","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 06, 2020","223.13","220.90"
"1616517206-813","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 10, 2020","205.53","206.39"
"1616517206-665","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Oct 08, 2020","298.11","300.54"
"1616517206-812","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 11, 2020","201.65","198.91"
"1616517206-720","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jul 22, 2020","255.76","251.70"
"1616517206-707","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Aug 10, 2020","249.34","248.13"
"1616517206-732","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jul 06, 2020","233.31","240.00"
"1616517206-673","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Sep 28, 2020","275.53","276.01"
"1616517206-662","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Oct 13, 2020","306.36","308.78"
"1616517206-851","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 14, 2020","230.05","226.49"
"1616517206-679","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Sep 18, 2020","275.98","272.41"
"1616517206-831","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 12, 2020","221.13","224.31"
"1616517206-754","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 03, 2020","215.60","218.61"
"1616517206-751","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 08, 2020","219.60","219.00"
"1616517206-661","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Oct 14, 2020","309.00","301.04"
"1616517206-564","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 05, 2021","235.42","233.89"
"1616517206-574","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 19, 2021","266.05","263.59"
"1616517206-614","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 21, 2020","255.17","260.43"
"1616517206-591","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 26, 2021","263.80","265.92"
"1616517206-605","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 05, 2021","229.05","240.40"
"1616517206-768","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","May 13, 2020","203.62","199.46"
"1616517206-842","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 28, 2020","209.74","210.23"
"1616517206-731","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jul 07, 2020","241.01","236.51"
"1616517206-766","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","May 15, 2020","200.70","203.68"
"1616517206-711","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Aug 04, 2020","260.08","262.20"
"1616517206-663","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Oct 12, 2020","303.95","306.34"
"1616517206-642","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Nov 10, 2020","279.97","266.54"
"1616517206-748","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 11, 2020","218.00","215.24"
"1616517206-741","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 22, 2020","220.92","221.41"
"1616517206-855","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 08, 2020","216.60","218.00"
"1616517206-629","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Nov 30, 2020","268.97","263.36"
"1616517206-840","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 30, 2020","207.88","208.58"
"1616517206-758","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","May 28, 2020","199.00","199.49"
"1616517206-702","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Aug 17, 2020","253.00","256.96"
"1616517206-695","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Aug 26, 2020","289.26","291.96"
"1616517206-571","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 24, 2021","252.00","250.34"
"1616517206-632","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Nov 24, 2020","276.23","279.96"
"1616517206-810","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 13, 2020","194.90","194.00"
"1616517206-836","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 05, 2020","226.52","220.22"
"1616517206-850","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 15, 2020","226.65","225.06"
"1616517206-739","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 24, 2020","228.30","226.22"
"1616517206-575","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 18, 2021","265.23","264.51"
"1616517206-760","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","May 26, 2020","205.94","201.72"
"1616517206-693","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Aug 28, 2020","285.09","289.00"
"1616517206-584","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 04, 2021","269.58","266.96"
"1616517206-615","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 18, 2020","263.90","260.00"
"1616517206-616","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 17, 2020","264.70","264.43"
"1616517206-723","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jul 17, 2020","246.55","247.14"
"1616517206-589","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 28, 2021","259.17","260.76"
"1616517206-726","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jul 14, 2020","246.57","248.58"
"1616517206-645","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Nov 05, 2020","289.09","287.75"
"1616517206-617","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 16, 2020","257.74","261.89"
"1616517206-777","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Apr 30, 2020","206.25","202.67"
"1616517206-676","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Sep 23, 2020","275.40","272.95"
"1616517206-767","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","May 14, 2020","195.50","201.30"
"1616517206-556","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 17, 2021","226.50","233.34"
"1616517206-626","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 03, 2020","263.78","266.91"
"1616517206-805","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 20, 2020","187.74","181.30"
"1616517206-717","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jul 27, 2020","247.11","250.86"
"1616517206-675","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Sep 24, 2020","267.93","269.73"
"1616517206-641","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Nov 11, 2020","261.92","265.65"
"1616517206-703","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Aug 14, 2020","255.49","253.97"
"1616517206-618","https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 15, 2020","255.34","255.11"
